,words,sentiments
1460,"i thought this thing was funny till i heard one or two persons say they didn't have a passion, nor a talent.they didn't have and didn't know if they had talents or passions.so, for you who's reading this, i hope you have passions and talents? hobbiesskills that may one day",Positive
1461,haaaaaaa! so this is how you people are in sweden?are you sure you guys are happy in that place?,Positive
1462,": making a size bridal dress. i feel like giving it to a real bride to wear, instead of a model.if your wedding i...",Positive
1463,"does brymo have people who care about him? like, ndi ezi na ulo?",Neutral
1464,"lol, you're a comedian.what in the g-string grand piano under the bridge is this?",Positive
1465,simple.,Neutral
1466,it's the hands for me.,Neutral
1467,same amaechi who used state funds to start a rail project that never saw the light of day?,Positive
1468,"you know why someone will campaign for asiwaju? it's because most of them are on an allowance and have been that way for years. these ones will fill the streets and disrupt election, hence why we must be deliberate and tactical.stomach olympics vs raw passion. who will win?",Positive
1469,"lol, i'm just glad i didn't bother myself with your music.certainly investing in this ratio because isi gi adiro mma sam sam!",Positive
1470,it's attractive too.,Positive
1471,upwork and basically every freelance site. indians and pakistanis.,Neutral
1472,nna owu eziokwu,Neutral
1473,i'm available to do voice overs if there's a need for it probono.,Positive
1474,"my mom's pals used to call her ""osite"".that name is symbolic for two things. i took after the second.",Neutral
1475,will revert in the dm,Neutral
1476,lmao. i know right. cheers!,Positive
1477,a winner has been declared sir and it's just one try.,Neutral
1478,"so one person was closest and that's . you all did a good job, his answer was slightly higher than . two choices for your lunch. salads or food? lemme know in the dm",Positive
1479,no sir.,Neutral
1480,i'm qualifying you as my yard people because you and i know why,Neutral
1481,no sir,Neutral
1482,no sir,Neutral
1483,this question isn't for my yard people. so you're disqualified.,Neutral
1484,open mouth waaa,Neutral
1485,habba,Neutral
1486,"like someone said, women will hide past questions and hand outs from their fellow women",Negative
1487,just one number is fine sir,Positive
1488,no sir,Neutral
1489,no sir,Neutral
1490,no sir,Neutral
1491,no sir,Neutral
1492,no sir,Neutral
1493,nice try,Positive
1494,it's,Neutral
1495,guy stop,Neutral
1496,"i'll change my avi, maybe the glasses is confusing.",Negative
1497,one guess only o,Neutral
1498,"yunno what, i'm buying anyone who comes remotely close to it lunch.",Negative
1499,omo,Neutral
1500,yunnnooooo,Neutral
1501,this should be fun.,Positive
1502,"not even sexual compatibility is built to make a relationship work (which is the onus of the brouhaha) where there's deficit in faithfulness, commitment and discipline, even respect for one another.i'd rather a couple who've those traits strive to build on that compatibility.",Positive
1503,"this i agree with but having met the requirements of the sexual compatibility, why then do these people still cheat? does it make sense after discharging great people on the basis of a possible potentially boring sex life, you or your partner still cheats.point is, nothing",Positive
1504,"brings us to same crossroad, shebi the excuse for the frustration and disloyalty is often sexual incompatibility, now, when there is, how come the zeal to remain faithful seeing you've gotten what you want isn't there.why then you not seek a faithful being and work it out. no?",Positive
1505,"true sha. however, even compatibility no assure loyalty or faithfulness.so no be same odo be dat.",Positive
1506,we gas talk am no mean say we must do am or say person go jump from pillar to post dey sample every. that talk go lead to understanding and small compromise or not.,Negative
1507,"lol, sexual compatibility but they're still the ones cheating like hyenas on heat.nobody wants to listen to sexual control, taming your flesh, have so much sex and still remain insatiable.funny set.",Positive
1508,nobody born of a woman can do that with me.,Neutral
1509,work rate on parachute!,Neutral
1510,like i said on this space. may you not be critically ill and drawing near your life's end to discover you could have invested in bonding and lasting relationships whether as family or friends.we're all social creatures and we need someone special!the,Negative
1511,: jesus of nazareth we got our major location. we got ittttt. i needed this win today. god. i really did.,Positive
1512,"life's all about risks, chop your l and move.take a chance on people, be open-minded about certain things, what is the fear? conquer it today. pay for the training, do that job even if it's free for a bit, adopt that child, again, take chances, be ready for ls, nothing to lose.",Positive
1513,i agree,Neutral
1514,thank you.,Neutral
1515,heyyyyyyy.,Neutral
1516,"some of my male friends and relatives complain about loneliness and it's from a genuine place of concern, the challenge is in meeting good and the right people.",Positive
1517,,Neutral
1518,": lesson learned. don't ever accept ""help"" from a scandy, they'll just bill yo...",Neutral
1519,"hahahahahhahahahaha. nawa o. i know we don't have a lot of things working for us in africa, but even these things you mentioned are strange to us. i mean, with few exceptions.",Negative
1520,": if annie idibia ever goes mad, it is from his relationship with face. the funny part is that she does not have the will t...",Negative
1521,": good day friends, please don't go to any mountain hiking for now especially around dutse, dawaki and mpape, dead bodies of...",Positive
1522,sorry my dear. seeing that the can buy you mangoes or nice oranges. a total waste. ndo nne,Negative
1523,"there's a hooge comprehension issue going on cos i don't see how afam's tweet was negative. if you desire a family and are following the times, you'd really work and pray that this happens.",Negative
1524,"you see how they prolonged and denied their love in bridgerton, then used colorful grammar to taunt us.nobody should bring that foolishness near me. you go collect.",Positive
1525,and another is to know when they're using you to pass time and hold body.,Neutral
1526,": england, france, spain and belgium. what leopold ii did to the the congo must never be forgotten or forgiven",Neutral
1527,"me: crave $,, post on ig, gbagaan! my dollarlovestory",Neutral
1528,are you happy?,Positive
1529,"oyibo people can be weird cos tell me why of all things to kpin, it is food, food that we all gather around one basin to eat. that's not culture, it's stinginess.",Negative
1530,the oyor twins went to my uni. i can beat my chest about them and i'm glad they continued in their work with god. i'm happy seeing this pic.,Positive
1531,wow! nawa o,Positive
1532,it is well,Neutral
1533,wahhhhcharacter development,Neutral
1534,i'm glad this went viral because it's preposterous and cruel. what sort of culture is that. you don't feed guests or children who come to yours? smh,Negative
1535,all of them?,Neutral
1536,i hope you did thanksgiving,Neutral
1537,"yeah, it's just that another person like her will replace her. next",Neutral
1538,ptsd or you're just shy,Negative
1539,"so when anyone tells you ""this is who i am, this is who i've always been"". you know what to do.",Neutral
1540,loneliness aburu ihie oma o.ka chineke zoputa anyi.,Neutral
1541,": a world where a man can wake-up in his s, and always find a woman to wife, but unfortunately, it is not the same for wome...",Positive
1542,,Neutral
1543,"old township bole is actually nice, slap in the roasted yam and utazi sauce, with correct fish and ugba.",Positive
1544,": last week friday was hot shut it down next south date is the th of june, , and ...",Positive
1545,": no malice intended, but when i see a crowd funding appeal for an organ transplant operation esp in naija, i worry a lot for t...",Neutral
1546,every damn time.,Neutral
1547,": if i say i dey for you,just know say i dey for u na. h...",Neutral
1548,daalu my brother.,Neutral
1549,: awwwnnn... you're welcome,Positive
1550,daalu nna'm,Neutral
1551,: small yansh dey shake oh,Negative
1552,: nne you're one of a kind.cheers,Neutral
1553,thanks my good sis,Positive
1554,"thankful for those who put me on, send me those links and have me in mind.as long as the lord reigns, they'll be remembered a great deal. thank you.",Positive
1555,lmaooo,Neutral
1556,: unfortunately most men don't believe in courting women properly anymore it's very frustrating. i really w...,Positive
1557,: imagine living comfortably and coming home to open mouth to eat food you did not contribute to provide. under a roof y...,Positive
1558,: a lot of married women are silently on this table. married but carrying responsibility like a single mother. as a si...,Positive
1559,: so i stopped. i pay bills that only benefit me. i do not engage in joint ventures and i am selectively deaf to finan...,Neutral
1560,"excuses. ask the parents if you can give their child some food, ask if they've allergies, except they refuse, give that child food abeg. we're talking about food here. not breath of life o.",Neutral
1561,"so you feed your kids and then your kid's friends, you tuck them away in the living roomwait! whatever culture this is, it is totally absurd and cruel?now y'all are here, kindly revert with a transformed culture of feeding people who are your guests especially children. tx.",Positive
1562,"this is something that's alien to us nigerians i'm certain. if we don't boast of anything, we boast of feeding people, we're communal and everyone must eat.i mean, is it not food again? oh my goodness!!for you to deny a guest,let alone a child food means you're heartless, idc.",Negative
1563,"the other day, i saw him in a video with asiwaju, i shook my head.",Negative
1564,"tbh africans are the most hospitable then. food o, what is food you can't give a child, jesus!",Positive
1565,,Neutral
1566,"omo, my name is boma or tamuno.",Neutral
1567,monique -dl hugley,Neutral
1568,"i was about saying, even if your take home was k, he coughs out that amount each month is still a flex.",Neutral
1569,"i may not have agreed with one point on jidenna's point rubric before commitment, but everything else be said is the truth.flip it up and down.",Negative
1570,we all have our insecurities.whether visible or conspicuous.it's the beauty of individuality and lived experiences.,Neutral
1571,": this entire document is so beautiful from page till the end. brands, businesses,etc, hit my dm to discuss visibility...",Positive
1572,": be kind, but also be shrewd. i've said this before, but people are observing you more intensely than you can ever observ...",Positive
1573,": the teens started service prayers today and my god, prototype teens fr! i couldn't be more proud of this family. this is what...",Positive
1574,": from peter odili who made a play for vice presidency to rotimi amaechi who led an insurrection, to nyesom wike who pur...",Neutral
1575,"it was last week i think where there was a boobs thread and ladies actually came out to post their boobs.and then you wanna tweet something, but everything is out out and you think we're fools. even a child won't listen.pls i beg you, stop this. have some decency. please dear",Neutral
1576,": the issue of insecurity is alarming in this country, mum and her driver was kidnapped on her way to lagos this morning...",Negative
1577,"if you like, share biscuit and caprisonne and don't give them.you will see yourself",Neutral
1578,agree,Neutral
1579,seba med,Neutral
1580,,Neutral
1581,,Neutral
1582,: document everything.,Neutral
1583,: saddest for me is that a nigerian would likely not have gotten this publishing deal. europeans get huge publishing deals to...,Positive
1584,this is just it. i don't understand it. there are many people who can pilot this nation in the right place.,Positive
1585,: learn to be a well-rounded christian.you can't be blasting in tongues in church and receiving memos at work for being la...,Neutral
1586,to be honest. this is a wider issue that needs intentional actions.,Positive
1587,security,Neutral
1588,: your primary job is to always put great and quality stuff out showcasing your ingenuity. if people don't accept immedia...,Positive
1589,"love at first sight:an igbo man says ""siikooriti"". take my money this instance!",Positive
1590,stoop to konka,Neutral
1591,so you believe the car was given to a random person? in this same nigeria?come on.,Negative
1592,": poverty has many disadvantages. you can subject yourself to indignity for money, you can lose your values because you have b...",Positive
1593,": single step dads,why y'all love single moms so much?!",Positive
1594,": also important they learn how to pretend they don't have an independent thought, when they are among a...",Positive
1595,"there's this okro soup i ate at my uncle's place.hey lord! it was a gracious meal. isam, eji, pomo, no red oil, just how i like it.a memorable dish. licking hand dish.",Positive
1596,"it's a vicious experience and a chilling one too. i wonder what is in the water over there with the men. again, they're documenting theirs, if we're to document ours, it'd be gory, and then india, jamaica, middle east, us. then you see what the clamour for feminism is about.",Negative
1597,all i've been saying.what will round tables and social education do?,Negative
1598,"house wife is work ooo, but if you pay me $k (plus abeg o). i'll manage it. i'm very considerate.",Positive
1599,: i said what i said.endometriosis,Neutral
1600,"i don't believe that a man with such antecedents and no realistic offering in the past to the youth nor in the present is befitting of a leader. let him have his convictions, he has that right, but enough of old recycled politicians with nothing to offer us. abi you're not tired?",Positive
1601,"many years now and is following the popular pattern of his brother who will further go in to bring this country to the ground. he isn't the messiah of this country, it's more and ego gymnastics and than a call unto selflessness and service. what was his antecedent with obj?",Positive
1602,"what does he want to rule in this country that his brothers haven't done? why is a presidency befitting for him and not peter obi? can he not use his ""rights"" and jointly believe in a vision to let another who is more qualified than he is rule? he's had this conviction for how",Positive
1603,"someone said, if age was on your side would you date this person you wanna settle for? if age isn't on your side, why do you wanna settle? the idea is to look back and in future and not regret your choices. don't let pressure determine this for you.",Neutral
1604,"yo. we ain't standing up anything. we're tired, there's no light, no jobs, no roads, no security, everything is off the roof.",Negative
1605,"you're right, that's why they told us mungo park founded the river niger, that's why the belgians burnt books, that's why they made us believe we never had a university in africa whereas we did many years ago.even made us believe they weren't capable of lying but guess what",Positive
1606,: exactly!don't assume your chosen ignorance is universal,Neutral
1607,"nobody is coming to rescue the easterners except the easterners.no one is coming to rescue africa, not even europeans except africans.there'll be resistance but it's the only way.",Neutral
1608,the only ignorant person here is you. don't do this to yourself.,Neutral
1609,"it's still wrong. why the demarcation? even if the security there are kenyans, why separate them? on what basis? can kenyans who are locals do this in india or europe despite having lived there hundreds of years? it is wrong.",Negative
1610,i heard of one too estate in ph he owns as well and the mind gobbling ones in the north he has.,Neutral
1611,"right. he won't win sha. the obsession to rule is questionable.i mean, if we're to go by the principles of leadership, he himself isn't fit to be one. who has he groomed, who are his mentees,when he was there, where did he vest modeling? what has he done to empower the society?",Positive
1612,"if you know how wealthy atiku is, and how many kids this man has, you'd be confused what the obsession with presidency is.uncle, rule over your family first, don't you have like over grandkids to tend to?",Positive
1613,"i was shuttling, there and aba.",Neutral
1614,last night.,Neutral
1615,"women from other parts of the world will get married, have kids, even divorce, get married again, have a nice wedding like it's their first, but come down here, and someone is still pringle.",Positive
1616,had anxiety coming back to lagos.i just didn't like coming back there.,Neutral
1617,"meanwhile ph is still the way it is.no jobs, stench everywhere.",Neutral
1618,": a friend (finnish) visited senegal with colleagues (british, american, cameroonian). only the cameroonian needed a visa to...",Neutral
1619,na you know o,Neutral
1620,"then, don't sleep on a bicycle.",Neutral
1621,you sabi cast and bind?,Neutral
1622,vote peter obi for president.,Neutral
1623,na man of warfare i want,Neutral
1624,lmao.,Positive
1625,who amongst you is single single?,Negative
1626,"you see that thing ladies do when they don't wanna queue, they wanna have their way or get ahead? y'all are here waiting to get your turn and one shorty barely dressed winks her eyes and you allow her pass?stop that nonsense, i can't be fighting everywhere, men, behave!",Positive
1627,"some families are really dark.this same thing happened to a girl who's a daughter to ministers in church here in nigeria, these ppl ridiculed her... this girl has been abused for years under her parent's roof... oh lord!",Positive
1628,you're not nice,Negative
1629,"my mom just beat me at a game of badminton.even after shame did not let me end the game.everyone now opened their big mouth to be shaming me.i can't even ask for a rematch, i can't believe my eyes.",Negative
1630,"for a people who are allegedly religious and ""conservative"", there needs to be a rubric of lunacy passed in order to actually date in nigeria.",Neutral
1631,it has to be a miracle cos sigh!,Neutral
1632,"there's a way to cook stew as not all stews slap.stew isn't stew if there's water flowing with ease inside the plate.cook stew that the taste will be as if you added sugar to it.me, i won't share recipe sha.",Neutral
1633,: a northerner will not pick a fellow northerner on a presidential ticket & hope to win because he knows it's just insensitive a...,Positive
1634,: take a closer look at the environment where this primary election took place. does it look to you l...,Positive
1635,": endometriosis should be suspected whenever a woman has cyclic pain, tenderness or swelling in the region of a scar or sk...",Neutral
1636,"exactly. i thought about him when i saw this, he seems to put in more effort but as e dey like this, he better come correct cos...",Positive
1637,"alte is beautiful when done very well. let's be very honest, this video or song cannot fly if you place it side by side other alte artists and their sounds. better song writing, better directing (costume and all).",Positive
1638,"tbh, your music needs to be heard, it can be fuji, samba, hip life, let us hear what you say and let it sound like you mean business. this music is some people's bread and butter.as such, be open to critique, do a survey, research on your genre and study how it works so to grow",Positive
1639,yeeeeee!,Neutral
1640,"we agree the culture needs total overhaul, so the compass is on the face of the parents.what practical steps are they putting in place to change this? are these parents mature mentally to have kids and tend to them? and why can't they proscribe guns?",Neutral
1641,: stay away from women who hate men.and stay away from men who hate women.,Negative
1642,"cos something you can't do in the open, you do repeatedly in secret, without control will control you and destroy you.you must thing visualgraphical images are a joke. you lot are playing with fire. you're the ones that want to settle down& have kids? lol, i say, lol.",Positive
1643,"hundreds of you are on a telegram group where you secretly and openly solicit for the nudes of girls, you're in porn groups and you solicit for sex.singlemarriedmale and female.i hope you know that if you're in these groups, you have an addiction problem. you've a problem.",Negative
1644,: . would you fly out a guy you're only completely platonically involved with to dubai out of the goodness of your heart?....,Positive
1645,": this pdpbanky thing is the final f**k you nigeria's politicians have given to not just young people, but nigerians ge...",Positive
1646,nothing for we igbos as it has been and will be.god will help us.,Neutral
1647,": btw, the other day, nobody really wanted to say it but a major reason why female doctors avoid o and g in nigeria is becau...",Positive
1648,": extremely heartbreaking and come with deep sorrow to say that my tia irma's husband joe garcia has passed away due to grief, i...",Negative
1649,"maybe, maybe not, none of which i want to find out cos i ain't going nowhere.",Neutral
1650,and this is doctor vs doctor.now imagine patients in the hands of these people.,Neutral
1651,bless this food oh lord for christ sake.,Neutral
1652,": where are my brides at?what's the bridal party without the perfect robe?available in different colours, sizes and fa...",Positive
1653,tacky stuff,Neutral
1654,they had just one job sha.,Neutral
1655,: he took my baby cousin. he was not bullied. he was the fucking bully.,Negative
1656,first time nigeria is on a list with big wigs and it's for something terrible.god help us!,Positive
1657,they're hypocrites cos that's all we see.,Neutral
1658,: the idea behind beauty was to make women look good while they literally die inside,Positive
1659,: this is what many people don't get. the mess nigeria is in is how some people get...,Positive
1660,politicians are all the same.liars and businessmen.,Neutral
1661,"pls and pls, if you're engaging the services of uni students on strike, pls pay them, tfare and feeding (atleast).whether you're an organization like a church, mosque, ngo, pay them something decent.exposure isn't payment.you can do exposure and payment, god bless you.",Positive
1662,"""how long you can go doing tough and boring shit"".boring is always unpopular maybe that's why.",Negative
1663,": if your periods are painful, get yourself checked especially for fibroids. even if you don't have a heavy flow.the first d...",Negative
1664,": hi guys, need a favorso i'm planning a major exclusive festival to take place in december, literally an immersive es...",Positive
1665,"a book may have issn, or an isbn, still doesn't mean the book is reasonable. i mean we can establish that.",Negative
1666,"the woman is weird cos tell me why she's using an alias, and why her pic doesn't appear on amazon.",Negative
1667,na pedophile write that book.cos i don't understand how you tell babies about sperm and tell them the act is spraying.that's why the author was the illustrator. who go gree do that kind thing.,Positive
1668,it explains the sporadic child bearing. it is well.,Neutral
1669,oh wowwww! are you for real? oh lord!,Positive
1670,it's like this nick cannon is working with deadline cos wtaf!,Neutral
1671,me sef shock.what good can germinate from that mix.,Positive
1672,very delicious! very scrumptious!,Positive
1673,foodmy happy place,Positive
1674,it's well sis,Neutral
1675,and you say believers should join politics? in nigeria?lol,Neutral
1676,you're never in the news for anything good. you suppose dey zukwanike.,Positive
1677,"with wetin i read, happy hour no dey. now, if happy join dey, e mean say make him turn werey ontop her body again? dem swear for am ni.",Positive
1678,"na him i dey talk say even with happy hour, e no warrant rape, stalking and assault. if he were in the right, he would have brought his wife, better still solicited in public for her services that he was gonna assault her.",Positive
1679,,Neutral
1680,"clamping down on rapists should be a thing of priority.irrespective of her job, why is there victim blaming? what is wrong with you people?",Negative
1681,if you say she's lying then we say you're a rapist and must be hung like a goat in the driest of suns with your rotten mouth.,Neutral
1682,": he's single. yoruba men are always single even after kids, wife, girlfrien...",Negative
1683,"and there's unemployment in the state o. if you don't work in oil and gas or in banking, nothing o.oh and pos too, nothing o.why are these people greedy and wicked like this.",Neutral
1684,"tell your kids that being poor isn't a crime. (reality)you can't afford the luxury neither can you afford to be like other kids and that's fine. (contentment)cut your coat and be grateful for the little things, you attend school and have a roof and life.(gratitude)abego",Negative
1685,,Neutral
1686,they make it sound like being poor is a crime and a sickness.,Neutral
1687,who wasn't bullied in school?should black kids start shooting up each school?what sort of neglect and white privilege is this bikonu? is america really the land of the free abi na all vibes on deck.,Positive
1688,"i'm of the opinion too that it's not nice, but an elderly woman said it's not really wrong as long as they do their jobs and make it work for those they serve.",Negative
1689,mschewwww,Neutral
1690,you welcome,Positive
1691,how not to be a hypocrite should be taught from early years down to university. can be simplified and developed yo suit the age bracket.there's so much of that today.,Positive
1692,mine told me to catch any man at my work and lay with him.i understand them very well but it doesn't work that way especially when you're a believing christian who will no settle for any type of man. healing is yours and all things will work together for our good.,Positive
1693,airforce eye clinic along airport road.,Neutral
1694,"helps lower cholesterolis nutritional and helps with weight losshelps the hearttastes like buttereat with bread, garri, potatoes, yamblend with other fruits for smoothiecan be eaten aloneor with cabbage, onion, garlic, lettuce, carrot and cucumber as salad.",Negative
1695,"i hope to god that no preacher is getting jealous or spiting the omega ministry man.if i'm not mistaken, that man has alleviated the lives of so many people in less than a year than those you people swore in.i celebrate that.",Positive
1696,"lol, ""the children of the poor will eat the children of the rich"" inna poteaux poteaux",Positive
1697,"people kill when they're scorned, cheated on and given diseases.hard to accept but when you do the above to someone, you've equally killed them. so don't cheat. stay one place.",Negative
1698,: i was having this conversation with my partner yesterday. i told him i won't stay with a cheating man because he will b...,Neutral
1699,"i got talking with my nephews and they told me point blank as christian boys that -% of content on netflix for kids are explicit.how true is this?if this is true, shouldn't netflix be pushing out more educative and age appropriate films that have zero explicit scenes?",Positive
1700,to buttress what i said about worshipping god through your talents.,Neutral
1701,: the devil is very loud about his agenda on the earth. he's strategic and his minions are working in different pillar...,Positive
1702,thank you nna.,Neutral
1703,your gifts are also a part of your worship.in what ways does your business and talents glorify god?,Neutral
1704,go easy,Positive
1705,"i'm a child at heart and i love people like me.no matter my age, i'm open to learning and unlearning.my young nephews taught me how to ride a bike, now they and my niece are teaching me how to skate.i totally love it.",Positive
1706,pls check dm.,Neutral
1707,"nne m o, i've sent her a dm.",Neutral
1708,"this young man who sells masks started packing up his things for the day, momsy looked at him and i understood what she meant.people are suffering in this country called nigeria and if you have to spare, draw them near and bless them.this person will still eat and transport o",Positive
1709,: tips for waking up at night to pray. eat light. shower to relax your body from the stress of the day. set your a...,Positive
1710,: why haven't you patronized me yet?,Neutral
1711,don't try this at a nigerian wedding unless you want to see your maker early.,Positive
1712,"that thing is a disorder of some sort, it's not normal.",Negative
1713,": please, kindly watch guys!",Positive
1714,and that's wild.really wild.,Positive
1715,everyone deserves a chance until they prove unworthy.,Neutral
1716,: do you know how many i have reached out to for costume designer. they won't get back to you.they would...,Positive
1717,: they ride on the clout of these guys that know next to nothing and complain there after.,Neutral
1718,"if you can use twitter, then this video is for you.as long as you were a student, are a student, have kids and will have kids (say amen) this video is for you.you can also subscribe, like and comment.",Negative
1719,they should wait. it hasn't started.,Neutral
1720,you are a confident swine.an actual idiot.,Negative
1721,sayo's tiktok live is her hugging a pillar and playing d'angelo.lol,Positive
1722,you could be the nicest and courteous rider and still be met with an unfortunate creature of a driver.,Positive
1723,eco friendly bicycle hailing service people.what happened to chidera? why did you lock him up over a missing bicycle? if you were unsure or convinced why didn't you take it from his salary? what did you people do to chidera?,Positive
1724,: the same delegates that gave us bankyw should please give us peter obi too. that's all we ask bikonu,Neutral
1725,": i went to film school, and while there i was met with the sad reality that only a handful of the actors w...",Negative
1726,"what's the problem with this generation and sex?what's the fetish with having sex and recording yourselves? and why are we so obsessed with porn?every other day, it's a discussion around styles and fantasies. it's even the shame those who don't engage in it get that bugs me",Negative
1727,: the fire you have while you're single is most probably the one you will take into marriage.are you fired up enough now??,Positive
1728,"trauma is like using a faulty laptop, low speed, bad keyboard and slow memory.upon using a new one, your psychomotor takes time to adjust to the keypad, you sit waiting for it to load up meanwhile you're using a brand new functional laptop.try not be someone's trauma.",Negative
1729,content creation is really tasking.the amount of research i put into this thing and sleep deprivation isn't easy.,Positive
1730,: check your blood pressure today. hypertension has no symptoms!,Neutral
1731,: i really hate that this country is forcing people who should be settling down and enjoying life to be hustling for student...,Negative
1732,": most comments here are not just about how the elite northerners love igbo girls, but how igbo girls allow...",Positive
1733,that he doesn't deserve love? or what sort of thought?,Positive
1734,teaching methodologies and learning styles.,Neutral
1735,hmmm. you're right. cos indeed it's easy to judge what we don't fully understand or are present to see.,Positive
1736,stupendous sweetness,Neutral
1737,"true. however, if the stuff is mutual, that's zero way to conduct yourself upon seeing your significant other. except of course a memo is missing or someone was dating themselves.",Positive
1738,"this lady went all the way from the us to surprise her long distance bf and the whole time, he couldn't even be bothered to stand and hug her or pretend to be surprised.he just lay on the sofa refusing to look at her.ofcourse we all know who just got served breakfast.",Positive
1739,"people's experience.someone asked me why bisola on ndani was interviewing married folks, his reason was she was single so how can she know stuff to talk about. my answer sought to know why that was the rubric needed to disqualify her over her succinct qualities.",Positive
1740,"debunk that talk about single people advising married folks and people without kids advising those with kids. it's a lazy rubric to base people's expertise on. experience breeds wisdom but not in all cases where technique, grooming, foresight and learning from",Negative
1741,"or i can use stingy for someone who isn't a giver like myself and still be justified. no?if i don't drink yet see one who's addicted to alcohol and call them alcoholic, does that make me an alcoholic? no? yes?",Negative
1742,i stopped attending auditions because it's the producers that handpick actors while others dry in the sun. the talent talk can't suffice because there's proof that nigerians can act until of course producers start making them gods. full circle.,Positive
1743,: every single time.,Negative
1744,hunger + talent = unquestionable drive = win-win for both parties.,Neutral
1745,"it's the way of life, everyone is drawn to happiness, no questions from passers by, you're laughing, i'm laughing, we all join the laughter and ask questions later.i pray the lord makes us laugh this week, i pray protocols change for our sakes.",Positive
1746,"that time, i would stop midway into my class and start dancing and the children would drop their pencils and start dancing whether in their chairs while the braver ones, got up.they asked no questions, only puzzles on their smiling faces, after the dance, they'd ask. i",Neutral
1747,"this one touch me cos calabar is beautiful, i mean peaceful, lovely too but it's a shame.tinapa is ghost town, the state medical center is in a poor state and nothing moves business wise.",Positive
1748,veentage band,Neutral
1749,: we played around with the cutouts of lace for this rental piece.rental price is krefundable caution fee of ksiz...,Neutral
1750,": if you are a parent, this video is a must-watch. very informative and insightful.",Positive
1751,new video out!,Positive
1752,he doesn't age too,Neutral
1753,i enjoyed it,Positive
1754,": hello guys. we have an igbo twitter community. kindly join. please, no fighting, no spamming, no akuko ndi eriri eri. let's...",Positive
1755,you too like woman.,Neutral
1756,": my brother, putawa that side o. some men can do iberibe to the highest level of iberiberism. you go shook.",Neutral
1757,"lord please help me.i haven't been sleeping well so i understand why my eyes were obeying nature in service, but it's the way my mind was suddenly occupied by the eba and hot oha soup i used isam and okporoko to cook in service i don't get.lord please forgive me.",Positive
1758,"active listening.we need to do more of this and less of talking.how: listen and show concern by absorbing every detail such that without saying a word, you're carrying that person on your back. we do that thing a lot where we talk just because we can relate. try listening.",Positive
1759,a rott,Neutral
1760,": taking care of your mental health is not a one-off thing, it's a journey. you should take stock of where you are at mentally, f...",Negative
1761,that's why i have jesus,Neutral
1762,: breaking: the united states has reported its first case of monkeypox,Positive
1763,"nigeria is a beautiful country and i say this with every pain in my heart with the spate of affairs and the little travels i've done around.it's just that we allowed demons to rule this country in every facet.if you appreciate aesthetics, nature and architecture, you'd get.",Positive
1764,me too. it would sit pretty on me neck.,Positive
1765,you sef why are you younger than your age,Neutral
1766,shun sir,Neutral
1767,"s baby, who dat?!",Neutral
1768,his tears should fill a basket,Neutral
1769,": your wife can make you - dele olawanletoday is my wife's st birthday. i met her when she was , celebrated her st bir...",Positive
1770,"i'm naturally drawn to the culture that operates in a family. i take the good and sieve the bad out.and so while scrolling through ig, i came across a handle called yoruba pikin. another proof that parenting is a full time job for best results. a father and more that man is.",Positive
1771,"but you people sef, how can you listen to anyone with a head like that and a name like that.i tire o.",Neutral
1772,you need speaker or microphone? for those at the back.,Neutral
1773,"bimbo ademoye is one fine actress, she is vulnerable and bare in all her roles. wow!this selina one i watched is so cute, i laughed so much.and she reminds me of a part of me too.",Positive
1774,at all at all. to what end,Neutral
1775,: when law breaking is in their dna,Neutral
1776,"fascinating. cos the first alarm for me was when the head of the church claimed be knew nothing of osinachi's battery.yet, pastors went to plead with her family for her to come back when she ran away. how did they not know?",Positive
1777,"a school teacher with them was wrongly accused of raping a student. they claimed there's footage, till date, no footage.so, he dragged them to court, the ig's office etc,even the child said she wasn't raped but the church is still threatening him to jewo",Negative
1778,that's on periodt!,Neutral
1779,"i don't think we need more churches, we need more practicing christians who live miraculous lives and do miraculous deeds.dunamis church is in the news again and that's why the world is pushing back against the church.the red flags on this church are screaming.",Positive
1780,lmaooo. he nefa hexperrerit,Neutral
1781,you talk well. god epp us,Neutral
1782,"and you know, that woman is a dime piece. a complete package, he knows what's up so that chest must tight abi na acid reflux we go call am.",Negative
1783,na you know this one o. your comrades full ground wey dey marry for backside and frontals.,Positive
1784,character development,Neutral
1785,some women believe that hype that their backside can keep solid men.,Neutral
1786,,Neutral
1787,not a single lie detected.,Positive
1788,"firstly, all the parents agreed to the stipulated rules because your stance about punishment comes with the rules ""the parents agreed to"".tennis is cheap, the parents should buy them, it's not a fashion scene, it is a school, with rules. if they don't like, change schools.",Positive
1789,"i gave my little niece a make over, turns out, she's never had make up on and was a bit sketchy about it.she reminds me of me in my s.she did the white painting and mural on the cardigan as she's an artist too.",Negative
1790,"we asked for the price of a topping at a restaurant, when the lady answered, my cousin just whizzed ""cheeeeeee!"".i can't",Neutral
1791,grey and glow in gra ikeja close to pwdairfoce base.,Negative
1792,". he doesn't even know what the word be uses means.. he is sick in the head. if anyone doesn't like you, face front.. fa settings on your phone and get a solid power bank..",Negative
1793,: need someone to organise a children's day outing for adults ensure there are bouncing castles and water guns sha,Neutral
1794,: there's a reason the north fights women education and empowerment. they know that a strong female base won't...,Negative
1795,"i want to believe she had been grooming this boy.still, pedophilia. smh",Neutral
